Message Type,Message Source,Timestamp,Mac Address,Status,Latitide,Logitude,Direction,Speed Horizontal,Speed Vertical,Altitude Pressure,Altitude Geodetic,Height,Height Type,Horizontal Accuracy,Vertical Accuracy,Baro Accuracy,Speed Accuracy,Time Accuracy,ID Type,UA Type,UAS ID,Operator ID,Description Type,Description,Operator Location Type,Operator Latitude,Operator Longitude,Operator Altitude Geo,Are Count,Area Radius,Area Ceiling,Area Floor,Classification Type,Category,Class Value
Basic ID,BluetoothLegacy,2024-03-15 17:18:21.057,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:21.057,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:21.057,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:21.057,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:21.242,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5053681,80.656723, 33 °,41.75 m/s,Unknown,Unknown,200.0 m,97.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:21.242,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:21.242,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:21.242,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:21.242,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:21.590,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505462599999998,80.6570337, 88 °,41.75 m/s,Unknown,Unknown,200.0 m,95.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:21.590,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:21.590,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:21.590,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:21.590,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:22.258,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505462599999998,80.6570337, 88 °,41.75 m/s,Unknown,Unknown,200.0 m,95.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:22.258,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:22.258,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:22.258,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:22.258,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:22.433,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505462599999998,80.6570337, 88 °,41.75 m/s,Unknown,Unknown,200.0 m,95.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:22.433,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:22.433,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:22.433,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:22.433,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:22.612,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505462599999998,80.6570337, 88 °,41.75 m/s,Unknown,Unknown,200.0 m,95.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:22.612,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:22.612,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:22.612,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:22.612,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:23.109,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5054603,80.65734379999999, 58 °,43.00 m/s,Unknown,Unknown,200.0 m,90.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:23.109,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:23.109,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:23.109,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:23.109,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:23.693,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5054603,80.65734379999999, 58 °,43.00 m/s,Unknown,Unknown,200.0 m,90.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:23.693,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:23.693,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:23.693,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:23.693,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:23.873,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5054603,80.65734379999999, 58 °,43.00 m/s,Unknown,Unknown,200.0 m,90.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:23.873,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:23.873,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:23.873,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:23.873,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:24.053,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5054603,80.65734379999999, 58 °,43.00 m/s,Unknown,Unknown,200.0 m,90.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:24.053,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:24.053,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:24.053,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:24.053,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:24.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505440099999998,80.65766339999999, 80 °,41.75 m/s,Unknown,Unknown,600.0 m,96.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:24.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:24.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:24.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:24.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:25.073,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505440099999998,80.65766339999999, 80 °,41.75 m/s,Unknown,Unknown,600.0 m,96.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:25.073,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:25.073,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:25.073,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:25.073,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:25.200,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505440099999998,80.65766339999999, 80 °,41.75 m/s,Unknown,Unknown,600.0 m,96.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:25.200,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:25.200,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:25.200,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:25.200,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:25.382,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.505440099999998,80.65766339999999, 80 °,41.75 m/s,Unknown,Unknown,600.0 m,96.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:25.382,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:25.382,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:25.382,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:25.382,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:25.826,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5051773,80.6578219,157 °,48.50 m/s,Unknown,Unknown,600.0 m,104.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:25.826,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:25.826,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:25.826,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:25.826,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:26.459,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5051773,80.6578219,157 °,48.50 m/s,Unknown,Unknown,600.0 m,104.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:26.459,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:26.459,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:26.459,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:26.459,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:26.691,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5051773,80.6578219,157 °,48.50 m/s,Unknown,Unknown,600.0 m,104.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:26.691,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:26.691,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:26.691,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:26.691,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:27.110,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5049025,80.65795229999999,138 °,47.75 m/s,Unknown,Unknown,600.0 m,106.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:27.110,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:27.110,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:27.110,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:27.110,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:28.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5046098,80.6580421,138 °,43.50 m/s,Unknown,Unknown,600.0 m,90.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:28.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:28.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:28.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:28.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:29.025,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5046098,80.6580421,138 °,43.50 m/s,Unknown,Unknown,600.0 m,90.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:29.025,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:29.025,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:29.025,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:29.025,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:29.208,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5046098,80.6580421,138 °,43.50 m/s,Unknown,Unknown,600.0 m,90.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:29.208,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:29.208,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:29.208,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:29.208,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:29.381,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5046098,80.6580421,138 °,43.50 m/s,Unknown,Unknown,600.0 m,90.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:29.381,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:29.381,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:29.381,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:29.381,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:18:29.642,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.504595,80.6583655, 73 °,48.00 m/s,Unknown,Unknown,600.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:18:29.642,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:18:29.642,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:18:29.642,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:18:29.642,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
